#Segment-0-Actual
0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	

EST(with-error)-opposite
0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	
0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 0 1 +1 0 0 	
0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	
0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	
0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	
0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	
0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	
0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	

error-opposite
0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	
0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 0 1 1 +1 0 0 	0 0 0 1 1 +1 0 0 	0 0 0 1 1 +1 0 0 	0 0 0 1 1 +1 0 0 	0 0 0 1 1 +1 0 0 	0 0 0 1 1 +1 0 0 	0 0 0 1 1 +1 0 0 	0 0 0 1 1 +1 0 0 	0 0 0 1 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	0 0 0 0 1 +1 0 0 	
0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	
0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	
0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	
0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	0 0 0 1 1 1 0 0 	
0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	
0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	

#Segment-33-Actual
0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	
0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	
0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	
0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	
0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	
0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	
0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 0 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 1 1 1 0 0 0 	0 0 0 1 1 0 0 0 	
0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	0 0 0 0 0 0 0 0 	

EST(no-error)
